household_key,recency,frequency,monetary,avg_basket,active_days,tenure_days,purchase_rate,avg_items_per_basket,max_items_per_basket,trips_morning,trips_afternoon,trips_evening,unique_stores_visited,top_store_share,coupons_redeemed,coupon_redemption_rate,was_targeted_by_campaign,pct_spend_on_discount,private_label_ratio,top_department,dept_diversity,commodity_diversity,unique_products,return_rate,last_purchase_day,churned,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,has_demographics,recency_log,frequency_log,monetary_log,avg_basket_log,purchase_rate_log,avg_items_per_basket_log,coupon_redemption_rate_log,cluster,segment_name
37,4,51,2309.87,45.29156862745098,45,534,0.095505617977528,1362.0980392156862,17284.0,5,24,21,11,0.3333333333333333,0.0,0.0,1,0.1658860702356233,0.1098901098901098,GROCERY,13,61,150,0.1111111111111111,710,0,,,,,,,,0,1.6094379124341005,3.951243718581428,7.745379355987681,3.8349598414305968,0.0912160082716616,7.217515358101466,0.0,2,Occasional Shoppers
38,70,27,706.13,26.152962962962963,27,519,0.0520231213872832,10.185185185185183,94.0,6,12,9,4,0.5925925925925926,0.0,0.0,1,0.0803084176662889,0.0689655172413793,GROCERY,7,68,133,0.0,551,1,,,,,,,,0,4.262679877041316,3.332204510175204,6.561214524523949,3.301486173499506,0.0507150925790164,2.414590151370541,0.0,1,Churn Risk
39,2,55,4477.8,81.41454545454545,47,595,0.0924369747899159,246.21818181818185,11583.0,28,8,19,3,0.509090909090909,0.0,0.0,1,0.142957216764184,0.2282082324455205,GROCERY,18,164,1128,0.046875,685,0,35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1.0986122886681098,4.02535169073515,8.407110432386043,4.411761943843781,0.088410957344053,5.510271273923215,0.0,0,Premium Loyalists
40,0,336,10685.53,31.802172619047617,256,546,0.6153846153846154,2951.595238095238,18687.0,147,150,39,6,0.9345238095238096,14.0,0.0416666666666666,1,0.0888507639716121,0.4129275180420458,GROCERY,18,189,1371,0.035,710,0,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0.0,5.820082930352362,9.276739348892136,3.4904947515820317,0.4795730802618863,7.99043980431512,0.0408219945202551,0,Premium Loyalists
41,4,61,2488.11,40.78868852459016,58,550,0.1109090909090909,19.42622950819672,43.0,0,5,56,2,0.9672131147540984,0.0,0.0,1,0.1658531188606754,0.1780167264038231,GROCERY,9,84,312,0.0547945205479452,707,0,,,,,,,,0,1.6094379124341005,4.127134385045092,7.819680495846651,3.732625693449798,0.1051786809450787,3.016819835174087,0.0,2,Occasional Shoppers
42,2,75,1701.54,22.6872,74,521,0.1439539347408829,15.813333333333333,31.0,65,9,1,1,1.0,0.0,0.0,1,0.220624676508444,0.4391727493917275,GROCERY,12,71,272,0.0449438202247191,710,0,65+,U,50-74K,Unknown,Single Male,1,None/Unknown,1,1.0986122886681098,4.330733340286331,7.439876532608166,3.164934817854793,0.1344906253119828,2.822172222428609,0.0,2,Occasional Shoppers
43,50,95,838.69,8.828315789473685,81,506,0.1877470355731225,452.5894736842105,8893.0,15,53,27,2,0.9894736842105264,0.0,0.0,1,0.0941209509305164,0.3501400560224089,DRUG GM,10,65,228,0.0094339622641509,710,0,35-44,B,15-24K,Homeowner,2 Adults Kids,5+,3+,1,3.9318256327243257,4.564348191467836,6.73303277610348,2.2852675857538025,0.172058265247742,6.117192545980718,0.0,2,Occasional Shoppers
44,83,30,819.58,27.31933333333333,27,540,0.0555555555555555,12.666666666666666,108.0,6,11,13,8,0.3333333333333333,0.0,0.0,0,0.1337737145272948,0.2133757961783439,GROCERY,11,88,269,0.09375,628,0,,,,,,,,0,4.430816798843313,3.4339872044851463,6.710011407300643,3.343544728058795,0.0540672212702757,2.614959778036198,0.0,1,Churn Risk
45,34,57,807.09,14.159473684210525,55,521,0.109404990403071,5.298245614035087,36.0,22,9,26,2,0.9824561403508772,0.0,0.0,1,0.0761226662393113,0.3177966101694915,GROCERY,6,64,157,0.0175438596491228,587,1,,,,,,,,0,3.555348061489413,4.060443010546419,6.694673438456734,2.7186256622112017,0.1038238269190105,1.8402711206537288,0.0,1,Churn Risk
46,1,114,6842.87,60.0251754385965,97,607,0.1878088962108731,828.4298245614035,27685.0,22,49,42,8,0.8859649122807017,2.0,0.0175438596491228,1,0.1569612081444786,0.2102102102102102,GROCERY,20,189,1099,0.0875912408759124,711,0,45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+,1,0.6931471805599453,4.74493212836325,8.831108640091763,4.111286491139234,0.1721103462254508,6.720738506366878,0.0173917427118691,0,Premium Loyalists
47,5,98,2047.2,20.88979591836735,89,512,0.19140625,6.857142857142857,33.0,12,28,58,10,0.7653061224489796,0.0,0.0,1,0.1136933340837558,0.0989010989010989,GROCERY,14,132,400,0.018018018018018,708,0,,,,,,,,0,1.791759469228055,4.59511985013459,7.624716637641337,3.0860205884381986,0.1751343321278491,2.0614230361771577,0.0,2,Occasional Shoppers
48,46,45,924.0,20.53333333333333,40,509,0.0884086444007858,922.3777777777776,19615.0,13,16,16,1,1.0,0.0,0.0,1,0.1572572554313128,0.3003533568904594,GROCERY,12,76,199,0.04,709,0,19-24,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1,3.8501476017100575,3.828641396489095,6.829793737512425,3.0696021221204464,0.084716670196761,6.8280384441322095,0.0,2,Occasional Shoppers
49,0,96,5242.3,54.60729166666667,84,560,0.1714285714285714,4007.5208333333335,20485.0,11,44,40,5,0.6145833333333334,0.0,0.0,1,0.1794713668799001,0.2403433476394849,GROCERY,14,154,911,0.0330578512396694,702,0,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0.0,4.574710978503383,8.564706350084922,4.018314337741705,0.1582240052148941,8.296177582758595,0.0,0,Premium Loyalists
50,43,14,244.4,17.45714285714286,14,508,0.0275590551181102,7.071428571428571,21.0,4,2,8,3,0.5,0.0,0.0,0,0.0790911488752402,0.2771084337349397,GROCERY,7,40,76,0.0,675,0,,,,,,,,0,3.784189633918261,2.70805020110221,5.502889532276811,2.9154514422931883,0.0271861403041568,2.088330489097082,0.0,1,Churn Risk
51,1,77,2723.31,35.36766233766234,72,607,0.1268533772652388,14.805194805194803,74.0,40,20,17,2,0.5064935064935064,0.0,0.0,1,0.1042980903954059,0.2709832134292566,GROCERY,11,108,409,0.0120481927710843,710,0,,,,,,,,0,0.6931471805599453,4.356708826689592,7.90997046402485,3.593679982466952,0.1194291265630521,2.760338671133843,0.0,2,Occasional Shoppers
52,5,121,4594.86,37.974049586776864,111,608,0.1990131578947368,1259.2644628099174,30056.519999999997,15,21,84,8,0.6694214876033058,0.0,0.0,1,0.0934388225197052,0.1854256854256854,GROCERY,17,176,895,0.0359712230215827,711,0,45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1.791759469228055,4.804021044733257,8.432911177234022,3.662896029445153,0.1814988500424911,7.139076869040447,0.0,0,Premium Loyalists
53,2,48,1613.69,33.618541666666665,45,548,0.0875912408759124,1511.9166666666667,10609.0,3,12,33,2,0.9791666666666666,0.0,0.0,0,0.1565183756461923,0.3480176211453744,GROCERY,12,94,280,0.0357142857142857,706,0,,,,,,,,0,1.0986122886681098,3.8918202981106265,7.386898266767512,3.5443894248477275,0.0839653801173342,7.321794634060436,0.0,2,Occasional Shoppers
54,126,11,103.09,9.371818181818185,11,587,0.0187393526405451,3.8181818181818175,16.0,3,3,5,5,0.4545454545454545,0.0,0.0,0,0.152359809241901,0.3823529411764705,GROCERY,3,19,33,0.0,495,1,,,,,,,,0,4.844187086458591,2.4849066497880004,4.645255909527377,2.339092337809908,0.0185659341225352,1.5723966407537513,0.0,1,Churn Risk
55,0,120,873.45,7.27875,116,554,0.2166064981949458,2.9916666666666667,16.0,10,20,90,3,0.975,0.0,0.0,1,0.1522042979442082,0.271875,GROCERY,9,73,202,0.0141843971631205,703,0,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0.0,4.795790545596741,6.7735951172952005,2.113691990817052,0.1960654241650232,1.3842088546288691,0.0,2,Occasional Shoppers
56,2,174,5556.26,31.932528735632182,155,525,0.3314285714285714,61.05747126436781,8294.0,71,85,18,2,0.9942528735632185,2.0,0.0114942528735632,1,0.1468170671596756,0.3215584415584415,GROCERY,17,167,923,0.1044776119402985,709,0,55-64,A,100-124K,Homeowner,2 Adults Kids,4,2,1,1.0986122886681098,5.1647859739235145,8.622860460020567,3.4944608846829825,0.2862524796421865,4.128060911563703,0.0114286958236227,0,Premium Loyalists
57,0,158,2581.14,16.336329113924048,126,569,0.2776801405975395,782.9683544303797,12043.0,53,37,66,12,0.5126582278481012,0.0,0.0,1,0.143218482374029,0.1796657381615599,DRUG GM,13,130,436,0.0670103092783505,709,0,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0.0,5.068904202220232,7.856373791470348,2.852804248474948,0.2450460434071884,6.664368655288785,0.0,0,Premium Loyalists
58,4,237,9049.42,38.18320675105485,203,540,0.4388888888888889,4449.282700421941,21746.0,124,67,46,7,0.7383966244725738,7.0,0.0295358649789029,1,0.1338908689976226,0.2167721518987341,GROCERY,18,181,1248,0.044776119402985,711,0,25-34,A,150-174K,Homeowner,2 Adults Kids,4,2,1,1.6094379124341005,5.472270673671475,9.110566444456897,3.668248255799476,0.3638712108093274,8.400722901327162,0.0291080841580706,0,Premium Loyalists
59,8,37,1433.76,38.75027027027027,32,554,0.0667870036101083,757.6756756756756,10966.0,7,21,9,6,0.5135135135135135,0.0,0.0,0,0.1750470370945747,0.3797169811320754,GROCERY,11,116,346,0.1590909090909091,684,0,,,,,,,,0,2.19722457733622,3.6375861597263857,7.2687528668195585,3.682616640329309,0.0646513306588143,6.631574381299799,0.0,1,Churn Risk
60,385,5,296.78000000000003,59.356,5,530,0.0094339622641509,2235.0,11057.0,0,3,2,2,0.6,0.0,0.0,0,0.1091700435239381,0.3069306930693069,GROCERY,10,56,95,0.0,697,0,,,,,,,,0,5.955837369464831,1.791759469228055,5.6963549588274045,4.1002603626514045,0.009389740349839,7.71244383427499,0.0,1,Churn Risk
61,146,9,167.55,18.616666666666664,9,543,0.0165745856353591,6.666666666666667,12.0,6,3,0,4,0.4444444444444444,0.0,0.0,0,0.2347917427840701,0.2222222222222222,GROCERY,5,22,36,0.0,695,0,,,,,,,,0,4.990432586778736,2.302585092994046,5.12723244168007,2.976379545038176,0.0164387263431598,2.03688192726104,0.0,1,Churn Risk
62,4,31,340.46,10.98258064516129,26,555,0.0558558558558558,8.161290322580646,22.0,10,13,8,3,0.6129032258064516,0.0,0.0,0,0.1716906308541955,0.4824561403508772,GROCERY,8,81,174,0.0303030303030303,669,0,,,,,,,,0,1.6094379124341005,3.4657359027997265,5.833230541843087,2.4834539822740496,0.0543516758305781,2.21498703367606,0.0,1,Churn Risk
63,6,29,514.98,17.75793103448276,26,536,0.0541044776119402,4.758620689655173,15.0,29,0,0,1,1.0,0.0,0.0,0,0.1152154491100268,0.2641509433962264,GROCERY,7,33,60,0.0,710,0,,,,,,,,0,1.9459101490553128,3.4011973816621555,6.246068005040464,2.931616651487748,0.0526915700756389,1.750697982430281,0.0,1,Churn Risk
64,1,200,2948.4,14.742,159,611,0.3273322422258592,7.055,60.0,58,73,69,7,0.94,0.0,0.0,1,0.1271913465124953,0.2954324586977648,GROCERY,10,139,580,0.0454545454545454,711,0,,,,,,,,0,0.6931471805599453,5.303304908059076,7.98935703881684,2.7563322997202584,0.2831710949438176,2.0862930166289377,0.0,2,Occasional Shoppers
65,1,113,1901.48,16.82725663716814,90,585,0.1931623931623931,4.823008849557522,31.0,39,37,37,5,0.7168141592920354,0.0,0.0,1,0.0956486999367446,0.1764705882352941,GROCERY,10,118,379,0.0245901639344262,671,0,,,,,,,,0,0.6931471805599453,4.736198448394496,7.55091357719701,2.8807285578479367,0.1766072555305159,1.761817112612977,0.0,2,Occasional Shoppers
66,11,28,363.68,12.98857142857143,22,503,0.0556660039761431,8.071428571428571,44.0,1,15,11,7,0.3928571428571428,0.0,0.0,0,0.1695476446007352,0.3313253012048193,GROCERY,7,69,150,0.0344827586206896,685,0,,,,,,,,0,2.4849066497880004,3.367295829986474,5.899020256716702,2.638240669708703,0.0541718511421996,2.205129756843333,0.0,1,Churn Risk
67,0,170,7172.82,42.19305882352941,142,518,0.3281853281853282,1500.9470588235297,20138.0,62,83,25,10,0.711764705882353,33.0,0.1941176470588235,1,0.2019710352607928,0.2079842286840808,GROCERY,19,173,1006,0.2070484581497797,709,0,45-54,A,Under 15K,Homeowner,2 Adults Kids,5+,3+,1,0.0,5.14166355650266,8.878193567172492,3.765679806959129,0.2838135956738606,7.3145175845814,0.1774075419915255,3,High-Value Deal Seekers
